Prefijo;Descripcion;Modalidad
11154676;AMBA;CPP
351154396;CORDOBA;CPP
261154555;MENDOZA;CPP
341154696;ROSARIO;CPP
342154988;SANTA FE;CPP
1146751;AMBA;MPP
3514390;CORDOBA;MPP
2614550;MENDOZA;MPP
3414690;ROSARIO;MPP
3424987;SANTA FE;MPP
115553;AMBA;SBT
115544;AMBA;SBT
115555;AMBA;SBT
115554;AMBA;SBT
115548;AMBA;SBT
115547;AMBA;SBT
115546;AMBA;SBT
115545;AMBA;SBT
115538;AMBA;SBT
115557;AMBA;SBT
115536;AMBA;SBT
115558;AMBA;SBT
115534;AMBA;SBT
115533;AMBA;SBT
115532;AMBA;SBT
115541;AMBA;SBT
115531;AMBA;SBT
115551;AMBA;SBT
115552;AMBA;SBT
115543;AMBA;SBT
115537;AMBA;SBT
115678;AMBA;SBT
115286;AMBA;SBT
115689;AMBA;SBT
115688;AMBA;SBT
115687;AMBA;SBT
115685;AMBA;SBT
115683;AMBA;SBT
115682;AMBA;SBT
115681;AMBA;SBT
115556;AMBA;SBT
115679;AMBA;SBT
115684;AMBA;SBT
115677;AMBA;SBT
115676;AMBA;SBT
115675;AMBA;SBT
115674;AMBA;SBT
115673;AMBA;SBT
115672;AMBA;SBT
115671;AMBA;SBT
115670;AMBA;SBT
115680;AMBA;SBT
115293;AMBA;SBT
115435;AMBA;SBT
115434;AMBA;SBT
115432;AMBA;SBT
115430;AMBA;SBT
115299;AMBA;SBT
115298;AMBA;SBT
115297;AMBA;SBT
115296;AMBA;SBT
115436;AMBA;SBT
115294;AMBA;SBT
115433;AMBA;SBT
115292;AMBA;SBT
115291;AMBA;SBT
115287;AMBA;SBT
115290;AMBA;SBT
115289;AMBA;SBT
115288;AMBA;SBT
115686;AMBA;SBT
115539;AMBA;SBT
115295;AMBA;SBT
115449;AMBA;SBT
115549;AMBA;SBT
115559;AMBA;SBT
115550;AMBA;SBT
115535;AMBA;SBT
115542;AMBA;SBT
115540;AMBA;SBT
115431;AMBA;SBT
115530;AMBA;SBT
115437;AMBA;SBT
115448;AMBA;SBT
115447;AMBA;SBT
115445;AMBA;SBT
115444;AMBA;SBT
115443;AMBA;SBT
115442;AMBA;SBT
115441;AMBA;SBT
115440;AMBA;SBT
115446;AMBA;SBT
115438;AMBA;SBT
115439;AMBA;SBT
115284;AMBA;SBT
115283;AMBA;SBT
115282;AMBA;SBT
115281;AMBA;SBT
115280;AMBA;SBT
115285;AMBA;SBT
291411;BAHIA BLANCA;SBT
351553;CORDOBA;SBT
351554;CORDOBA;SBT
351556;CORDOBA;SBT
221441;LA PLATA;SBT
221442;LA PLATA;SBT
3327431;LOPEZ CAMELO;SBT
223435;MAR DEL PLATA;SBT
261465;MENDOZA;SBT
261464;MENDOZA;SBT
299437;NEUQUEN;SBT
341524;ROSARIO;SBT
341523;ROSARIO;SBT
341522;ROSARIO;SBT
116389;AMBA;SBT
116388;AMBA;SBT
116387;AMBA;SBT
116386;AMBA;SBT
116385;AMBA;SBT
291434;BAHIA BLANCA;SBT
348964;CAMPANA;SBT
341678;CARCARA?A;SBT
297490;COMODORO RIVADAVIA;SBT
351694;CORDOBA;SBT
351690;CORDOBA;SBT
351691;CORDOBA;SBT
351692;CORDOBA;SBT
351693;CORDOBA;SBT
292644;CORONEL SUAREZ;SBT
221584;LA PLATA;SBT
221583;LA PLATA;SBT
221582;LA PLATA;SBT
221581;LA PLATA;SBT
221580;LA PLATA;SBT
338541;LABOULAYE;SBT
261580;LUJAN DE CUYO;SBT
225759;MAR DE AJO;SBT
223515;MAR DEL PLATA;SBT
261585;MENDOZA;SBT
261584;MENDOZA;SBT
261583;MENDOZA;SBT
261581;MENDOZA;SBT
261582;MENDOZA;SBT
265759;MERCEDES (PROV.  SAN LUIS);SBT
299481;NEUQUEN;SBT
299480;NEUQUEN;SBT
343449;PARANA;SBT
247764;PERGAMINO;SBT
341632;ROSARIO;SBT
341633;ROSARIO;SBT
341631;ROSARIO;SBT
341630;ROSARIO;SBT
341634;ROSARIO;SBT
387470;SALTA;SBT
381499;SAN MIGUEL DE TUCUMAN;SBT
3884896;SAN SALVADOR DE JUJUY;SBT
342470;SANTA FE;SBT
385479;SANTIAGO DEL ESTERO;SBT
225551;VILLA GESELL;SBT
353485;VILLA MARIA;SBT
348760;ZARATE;SBT
116091;AMBA;SBT
115368;AMBA;SBT
351638;CORDOBA;SBT
351639;CORDOBA;SBT
346915587;ACEBAL;CPP
346915586;ACEBAL;CPP
358515599;ADELIA MARIA;CPP
358515590;ADELIA MARIA;CPP
382715542;AIMOGASTA;CPP
382715543;AIMOGASTA;CPP
343815558;ALCARAZ;CPP
35471559;ALTA GRACIA;CPP
35471557;ALTA GRACIA;CPP
389215492;AMAICHA DEL VALLE;CPP
38351552;ANDALGALA;CPP
382715560;ANILLACO;CPP
384415539;A?ATUYA;CPP
38441556;A?ATUYA;CPP
375815567;APOSTOLES;CPP
354315570;ARG?ELLO;CPP
35431553;ARG?ELLO;CPP
35431551;ARG?ELLO;CPP
357615577;ARROYITO (PROV.  CORDOBA);CPP
35761552;ARROYITO (PROV.  CORDOBA);CPP
356315563;BALNEARIA;CPP
385715578;BANDERA;CPP
346615550;BARRANCAS (PROV.  SANTA FE);CPP
346615559;BARRANCAS (PROV.  SANTA FE);CPP
374115545;BERNARDO DE IRIGOYEN;CPP
374115546;BERNARDO DE IRIGOYEN;CPP
338715597;BOUCHARD;CPP
338715590;BOUCHARD;CPP
389415517;BURRUYACU;CPP
378115481;CAA CATI;CPP
386815566;CAFAYATE;CPP
386815567;CAFAYATE;CPP
384615492;CAMPO GALLO;CPP
346315586;CANALS;CPP
347115503;CA?ADA DE GOMEZ;CPP
34711551;CA?ADA DE GOMEZ;CPP
346415500;CASILDA;CPP
34641552;CASILDA;CPP
34911558;CERES;CPP
345615453;CHAJARI;CPP
345615578;CHAJARI;CPP
382615541;CHAMICAL;CPP
382615540;CHAMICAL;CPP
372115587;CHARADAI;CPP
373115584;CHARATA;CPP
373115583;CHARATA;CPP
382115486;CHEPES;CPP
38251555;CHILECITO;CPP
371815508;CLORINDA;CPP
24731550;COLON (PROV.  BUENOS AIRES);CPP
344715459;COLON (PROV.  ENTRE RIOS);CPP
344715576;COLON (PROV.  ENTRE RIOS);CPP
344715577;COLON (PROV.  ENTRE RIOS);CPP
371615507;COMANDANTE FONTANA;CPP
38651555;CONCEPCION (PROV. TUCUMAN);CPP
38651553;CONCEPCION (PROV. TUCUMAN);CPP
34421555;CONCEPCION DEL URUGUAY;CPP
34421558;CONCEPCION DEL URUGUAY;CPP
34515528;CONCORDIA;CPP
345154985;CONCORDIA;CPP
34515508;CONCORDIA;CPP
35115510;CORDOBA;CPP
35115505;CORDOBA;CPP
35115506;CORDOBA;CPP
35115529;CORDOBA;CPP
35115555;CORDOBA;CPP
35115552;CORDOBA;CPP
35115531;CORDOBA;CPP
35115550;CORDOBA;CPP
35115551;CORDOBA;CPP
35115564;CORDOBA;CPP
35115563;CORDOBA;CPP
35115511;CORDOBA;CPP
35115512;CORDOBA;CPP
35115513;CORDOBA;CPP
35115515;CORDOBA;CPP
35115514;CORDOBA;CPP
35115516;CORDOBA;CPP
35115517;CORDOBA;CPP
35115518;CORDOBA;CPP
35115519;CORDOBA;CPP
35115557;CORDOBA;CPP
35115530;CORDOBA;CPP
35115520;CORDOBA;CPP
35115521;CORDOBA;CPP
358215593;CORONEL MOLDES (PROV.  CORDOBA);CPP
358215594;CORONEL MOLDES (PROV.  CORDOBA);CPP
346815587;CORRAL DE BUSTOS;CPP
34681556;CORRAL DE BUSTOS;CPP
354915457;CRUZ DEL EJE;CPP
354915458;CRUZ DEL EJE;CPP
354915456;CRUZ DEL EJE;CPP
354915454;CRUZ DEL EJE;CPP
354915455;CRUZ DEL EJE;CPP
377415566;CURUZU CUATIA;CPP
377415565;CURUZU CUATIA;CPP
352115525;DEAN FUNES;CPP
352115526;DEAN FUNES;CPP
340115506;EL TREBOL;CPP
340115589;EL TREBOL;CPP
34011551;EL TREBOL;CPP
34011559;EL TREBOL;CPP
375115527;ELDORADO;CPP
37511553;ELDORADO;CPP
349615577;ESPERANZA (PROV.  SANTA FE);CPP
349615578;ESPERANZA (PROV.  SANTA FE);CPP
349615579;ESPERANZA (PROV.  SANTA FE);CPP
34961554;ESPERANZA (PROV.  SANTA FE);CPP
345415462;FEDERAL;CPP
346515509;FIRMAT;CPP
34651552;FIRMAT;CPP
34651559;FIRMAT;CPP
385415553;FRIAS;CPP
34041559;GALVEZ;CPP
372515588;GENERAL JOSE DE SAN MARTIN;CPP
371115492;GENERAL MOSCONI;CPP
338815451;GENERAL VILLEGAS;CPP
338815526;GENERAL VILLEGAS;CPP
349815537;GOBERNADOR CRESPO;CPP
37771552;GOYA;CPP
37771550;GOYA;CPP
344415580;GUALEGUAY;CPP
34441557;GUALEGUAY;CPP
344615583;GUALEGUAYCHU;CPP
34461557;GUALEGUAYCHU;CPP
388715558;HUMAHUACA;CPP
388715557;HUMAHUACA;CPP
346715494;INRIVILLE;CPP
346715587;INRIVILLE;CPP
37861551;ITUZAINGO;CPP
352515519;JESUS MARIA;CPP
352515576;JESUS MARIA;CPP
352515518;JESUS MARIA;CPP
352515516;JESUS MARIA;CPP
35251553;JESUS MARIA;CPP
358415597;LA CARLOTA;CPP
358415598;LA CARLOTA;CPP
35481556;LA FALDA;CPP
35481557;LA FALDA;CPP
343715557;LA PAZ (PROV.  ENTRE RIOS);CPP
343715556;LA PAZ (PROV.  ENTRE RIOS);CPP
357515484;LA PUERTA (PROV.  CORDOBA);CPP
388515568;LA QUIACA;CPP
338515522;LABOULAYE;CPP
338515521;LABOULAYE;CPP
338515523;LABOULAYE;CPP
338515524;LABOULAYE;CPP
338515525;LABOULAYE;CPP
33851559;LABOULAYE;CPP
387715554;LAS LAJITAS;CPP
371515486;LAS LOMITAS;CPP
353315580;LAS VARILLAS;CPP
353315589;LAS VARILLAS;CPP
388615555;LIBERTADOR GENERAL SAN MARTIN;CPP
349715535;LLAMBI CAMPBELL;CPP
373415587;MACHAGAI;CPP
373415585;MACHAGAI;CPP
34721555;MARCOS JUAREZ;CPP
34721558;MARCOS JUAREZ;CPP
377315506;MERCEDES (PROV.  CORRIENTES);CPP
377315507;MERCEDES (PROV.  CORRIENTES);CPP
38761555;METAN;CPP
340915560;MOISES VILLE;CPP
377515560;MONTE CASEROS;CPP
384115499;MONTE QUEMADO;CPP
389115494;MONTEAGUDO;CPP
386315514;MONTEROS;CPP
356215454;MORTEROS;CPP
356215569;MORTEROS;CPP
356215568;MORTEROS;CPP
343515578;NOGOYA;CPP
382515501;NONOGASTA;CPP
37551552;OBERA;CPP
353215588;OLIVA;CPP
38781556;ORAN;CPP
34315503;PARANA;CPP
34315544;PARANA;CPP
34315543;PARANA;CPP
34315504;PARANA;CPP
377215528;PASO DE LOS LIBRES;CPP
377215569;PASO DE LOS LIBRES;CPP
377215561;PASO DE LOS LIBRES;CPP
377215562;PASO DE LOS LIBRES;CPP
377215563;PASO DE LOS LIBRES;CPP
377215564;PASO DE LOS LIBRES;CPP
37721550;PASO DE LOS LIBRES;CPP
375715520;PUERTO IGUAZU;CPP
37571554;PUERTO IGUAZU;CPP
374315548;PUERTO RICO;CPP
374315547;PUERTO RICO;CPP
384315577;QUIMILI;CPP
349215508;RAFAELA;CPP
349215507;RAFAELA;CPP
34921559;RAFAELA;CPP
34921558;RAFAELA;CPP
340715583;RAMALLO;CPP
340715582;RAMALLO;CPP
386915495;RANCHILLOS;CPP
386115512;RAPELLI;CPP
348215589;RECONQUISTA;CPP
348215592;RECONQUISTA;CPP
348215584;RECONQUISTA;CPP
348215583;RECONQUISTA;CPP
348215582;RECONQUISTA;CPP
348215581;RECONQUISTA;CPP
348215591;RECONQUISTA;CPP
34821554;RECONQUISTA;CPP
383215520;RECREO (PROV.  CATAMARCA);CPP
35815561;RIO CUARTO;CPP
35815560;RIO CUARTO;CPP
35815509;RIO CUARTO;CPP
35815548;RIO CUARTO;CPP
35815562;RIO CUARTO;CPP
357415453;RIO PRIMERO;CPP
357215571;RIO SEGUNDO;CPP
35721553;RIO SEGUNDO;CPP
35711554;RIO TERCERO;CPP
35711557;RIO TERCERO;CPP
344515575;ROSARIO DEL TALA;CPP
344515574;ROSARIO DEL TALA;CPP
338215504;RUFINO;CPP
33821557;RUFINO;CPP
378215586;SALADAS;CPP
354215579;SALSACATE;CPP
38715501;SALTA;CPP
38715583;SALTA;CPP
38715584;SALTA;CPP
38715531;SALTA;CPP
38715582;SALTA;CPP
34081557;SAN CRISTOBAL;CPP
35641556;SAN FRANCISCO (PROV. CORDOBA);CPP
356415599;SAN FRANCISCO (PROV. CORDOBA);CPP
356415590;SAN FRANCISCO (PROV. CORDOBA);CPP
35641550;SAN FRANCISCO (PROV. CORDOBA);CPP
352215515;SAN FRANCISCO DEL CHA?AR;CPP
375415508;SAN JAVIER (PROV.  MISIONES);CPP
375415509;SAN JAVIER (PROV.  MISIONES);CPP
340515540;SAN JAVIER (PROV.  SANTA FE);CPP
340515548;SAN JAVIER (PROV.  SANTA FE);CPP
340615451;SAN JORGE (PROV.  SANTA FE);CPP
340615562;SAN JORGE (PROV.  SANTA FE);CPP
345815556;SAN JOSE DE FELICIANO;CPP
38115406;SAN MIGUEL DE TUCUMAN;CPP
38115590;SAN MIGUEL DE TUCUMAN;CPP
38115589;SAN MIGUEL DE TUCUMAN;CPP
38115588;SAN MIGUEL DE TUCUMAN;CPP
38115587;SAN MIGUEL DE TUCUMAN;CPP
38115572;SAN MIGUEL DE TUCUMAN;CPP
38115595;SAN MIGUEL DE TUCUMAN;CPP
38115593;SAN MIGUEL DE TUCUMAN;CPP
38115594;SAN MIGUEL DE TUCUMAN;CPP
38115503;SAN MIGUEL DE TUCUMAN;CPP
38815580;SAN SALVADOR DE JUJUY;CPP
38815581;SAN SALVADOR DE JUJUY;CPP
38815501;SAN SALVADOR DE JUJUY;CPP
38815582;SAN SALVADOR DE JUJUY;CPP
34215546;SANTA FE;CPP
34215504;SANTA FE;CPP
34215549;SANTA FE;CPP
34215548;SANTA FE;CPP
34215545;SANTA FE;CPP
34215547;SANTA FE;CPP
383815525;SANTA MARIA (PROV.  CATAMARCA);CPP
354615480;SANTA ROSA DE CALAMUCHITA;CPP
354615528;SANTA ROSA DE CALAMUCHITA;CPP
346015584;SANTA TERESA (PROV.  SANTA FE);CPP
385154966;SANTIAGO DEL ESTERO;CPP
385154965;SANTIAGO DEL ESTERO;CPP
385154964;SANTIAGO DEL ESTERO;CPP
385154963;SANTIAGO DEL ESTERO;CPP
38515594;SANTIAGO DEL ESTERO;CPP
38515503;SANTIAGO DEL ESTERO;CPP
38515595;SANTIAGO DEL ESTERO;CPP
375615451;SANTO TOME;CPP
375615568;SANTO TOME;CPP
385615497;SUMAMPA;CPP
349315566;SUNCHALES;CPP
349315567;SUNCHALES;CPP
385515499;SUNCHO CORRAL;CPP
386715515;TAFI DEL VALLE;CPP
385815555;TERMAS DE RIO HONDO;CPP
385815554;TERMAS DE RIO HONDO;CPP
383715524;TINOGASTA;CPP
386215513;TRANCAS;CPP
357615576;TRANSITO;CPP
346215512;VENADO TUERTO;CPP
346215511;VENADO TUERTO;CPP
346215469;VENADO TUERTO;CPP
346215468;VENADO TUERTO;CPP
346215467;VENADO TUERTO;CPP
346215466;VENADO TUERTO;CPP
34621557;VENADO TUERTO;CPP
34621550;VENADO TUERTO;CPP
348315585;VERA;CPP
343615584;VICTORIA;CPP
34361557;VICTORIA;CPP
358315596;VICU?A MACKENNA;CPP
358315595;VICU?A MACKENNA;CPP
373515589;VILLA ANGELA;CPP
373515588;VILLA ANGELA;CPP
35411558;VILLA CARLOS PAZ;CPP
35411557;VILLA CARLOS PAZ;CPP
340015581;VILLA CONSTITUCION;CPP
340015580;VILLA CONSTITUCION;CPP
357315513;VILLA DEL ROSARIO (PROV.  CORDOBA);CPP
357315514;VILLA DEL ROSARIO (PROV.  CORDOBA);CPP
352415527;VILLA DEL TOTORAL;CPP
35441555;VILLA DOLORES;CPP
35441557;VILLA DOLORES;CPP
353155656;VILLA MARIA;CPP
353155657;VILLA MARIA;CPP
353155658;VILLA MARIA;CPP
353155650;VILLA MARIA;CPP
353155666;VILLA MARIA;CPP
353155668;VILLA MARIA;CPP
353155669;VILLA MARIA;CPP
353155667;VILLA MARIA;CPP
35315569;VILLA MARIA;CPP
35315508;VILLA MARIA;CPP
384515552;VILLA SAN MARTIN;CPP
345515498;VILLAGUAY;CPP
345515558;VILLAGUAY;CPP
345515557;VILLAGUAY;CPP
3469452;ACEBAL;MPP
3585490;ADELIA MARIA;MPP
3827452;AIMOGASTA;MPP
3438452;ALCARAZ;MPP
3547487;ALTA GRACIA;MPP
3892490;AMAICHA DEL VALLE;MPP
3835489;ANDALGALA;MPP
3844487;A?ATUYA;MPP
3758452;APOSTOLES;MPP
3543479;ARG?ELLO;MPP
3576469;ARROYITO (PROV.  CORDOBA);MPP
3563490;BALNEARIA;MPP
3857480;BANDERA;MPP
3466452;BARRANCAS (PROV.  SANTA FE);MPP
3741490;BERNARDO DE IRIGOYEN;MPP
3387482;BOUCHARD;MPP
3894490;BURRUYACU;MPP
3781480;CAA CATI;MPP
3868458;CAFAYATE;MPP
3846490;CAMPO GALLO;MPP
3463452;CANALS;MPP
3471479;CA?ADA DE GOMEZ;MPP
3464459;CASILDA;MPP
3491459;CERES;MPP
3456452;CHAJARI;MPP
3826470;CHAMICAL;MPP
3721482;CHARADAI;MPP
3731490;CHARATA;MPP
3821485;CHEPES;MPP
3825489;CHILECITO;MPP
3718490;CLORINDA;MPP
2473495;COLON (PROV.  BUENOS AIRES);MPP
3447458;COLON (PROV.  ENTRE RIOS);MPP
3716490;COMANDANTE FONTANA;MPP
3865459;CONCEPCION (PROV. TUCUMAN);MPP
3442469;CONCEPCION DEL URUGUAY;MPP
345436;CONCORDIA;MPP
351438;CORDOBA;MPP
3582462;CORONEL MOLDES (PROV.  CORDOBA);MPP
3468439;CORRAL DE BUSTOS;MPP
3549453;CRUZ DEL EJE;MPP
3774462;CURUZU CUATIA;MPP
3521480;DEAN FUNES;MPP
3401438;EL TREBOL;MPP
3401439;EL TREBOL;MPP
3751474;ELDORADO;MPP
3496459;ESPERANZA (PROV.  SANTA FE);MPP
3454461;FEDERAL;MPP
3465469;FIRMAT;MPP
3854498;FRIAS;MPP
3404449;GALVEZ;MPP
3725452;GENERAL JOSE DE SAN MARTIN;MPP
3711490;GENERAL MOSCONI;MPP
3388452;GENERAL VILLEGAS;MPP
3498470;GOBERNADOR CRESPO;MPP
3777449;GOYA;MPP
3444459;GUALEGUAY;MPP
3446458;GUALEGUAYCHU;MPP
3446459;GUALEGUAYCHU;MPP
3887472;HUMAHUACA;MPP
3467490;INRIVILLE;MPP
3786459;ITUZAINGO;MPP
3525450;JESUS MARIA;MPP
3584490;LA CARLOTA;MPP
3548469;LA FALDA;MPP
3437452;LA PAZ (PROV.  ENTRE RIOS);MPP
3575483;LA PUERTA (PROV.  CORDOBA);MPP
3885472;LA QUIACA;MPP
3385459;LABOULAYE;MPP
3877458;LAS LAJITAS;MPP
3715485;LAS LOMITAS;MPP
3533452;LAS VARILLAS;MPP
3886472;LIBERTADOR GENERAL SAN MARTIN;MPP
3497480;LLAMBI CAMPBELL;MPP
3734490;MACHAGAI;MPP
3472450;MARCOS JUAREZ;MPP
3773490;MERCEDES (PROV.  CORRIENTES);MPP
3876497;METAN;MPP
3409452;MOISES VILLE;MPP
3775490;MONTE CASEROS;MPP
3841498;MONTE QUEMADO;MPP
3891490;MONTEAGUDO;MPP
3863458;MONTEROS;MPP
3562452;MORTEROS;MPP
3435490;NOGOYA;MPP
3755450;OBERA;MPP
3532462;OLIVA;MPP
3878449;ORAN;MPP
343483;PARANA;MPP
3772497;PASO DE LOS LIBRES;MPP
3757494;PUERTO IGUAZU;MPP
3743494;PUERTO RICO;MPP
3843452;QUIMILI;MPP
3492464;RAFAELA;MPP
3407462;RAMALLO;MPP
3869490;RANCHILLOS;MPP
3861458;RAPELLI;MPP
3482450;RECONQUISTA;MPP
3832462;RECREO (PROV.  CATAMARCA);MPP
358474;RIO CUARTO;MPP
3574452;RIO PRIMERO;MPP
3572459;RIO SEGUNDO;MPP
3571459;RIO TERCERO;MPP
3445452;ROSARIO DEL TALA;MPP
3382459;RUFINO;MPP
3782472;SALADAS;MPP
3542462;SALSACATE;MPP
387461;SALTA;MPP
3408459;SAN CRISTOBAL;MPP
3564448;SAN FRANCISCO (PROV. CORDOBA);MPP
3522452;SAN FRANCISCO DEL CHA?AR;MPP
3754452;SAN JAVIER (PROV.  MISIONES);MPP
3405452;SAN JAVIER (PROV.  SANTA FE);MPP
3406452;SAN JORGE (PROV.  SANTA FE);MPP
3458452;SAN JOSE DE FELICIANO;MPP
381471;SAN MIGUEL DE TUCUMAN;MPP
388401;SAN SALVADOR DE JUJUY;MPP
342465;SANTA FE;MPP
3838490;SANTA MARIA (PROV.  CATAMARCA);MPP
3546470;SANTA ROSA DE CALAMUCHITA;MPP
3460452;SANTA TERESA (PROV.  SANTA FE);MPP
385461;SANTIAGO DEL ESTERO;MPP
3756452;SANTO TOME;MPP
3856496;SUMAMPA;MPP
3493458;SUNCHALES;MPP
3855490;SUNCHO CORRAL;MPP
3867490;TAFI DEL VALLE;MPP
3858498;TERMAS DE RIO HONDO;MPP
3837472;TINOGASTA;MPP
3862480;TRANCAS;MPP
3462448;VENADO TUERTO;MPP
3462483;VENADO TUERTO;MPP
3483452;VERA;MPP
3436459;VICTORIA;MPP
3583482;VICU?A MACKENNA;MPP
3735458;VILLA ANGELA;MPP
3541469;VILLA CARLOS PAZ;MPP
3400452;VILLA CONSTITUCION;MPP
3573452;VILLA DEL ROSARIO (PROV.  CORDOBA);MPP
3524498;VILLA DEL TOTORAL;MPP
3544459;VILLA DOLORES;MPP
353558;VILLA MARIA;MPP
3845490;VILLA SAN MARTIN;MPP
3455452;VILLAGUAY;MPP
291417;BAHIA BLANCA;SBT
3489613;CAMPANA;SBT
3489616;CAMPANA;SBT
3489614;CAMPANA;SBT
3489612;CAMPANA;SBT
3489615;CAMPANA;SBT
297410;COMODORO RIVADAVIA;SBT
351597;CORDOBA;SBT
2223459;CORONEL BRANDSEN;SBT
2223455;CORONEL BRANDSEN;SBT
2223456;CORONEL BRANDSEN;SBT
2223457;CORONEL BRANDSEN;SBT
2223458;CORONEL BRANDSEN;SBT
2922417;CORONEL PRINGLES;SBT
2922416;CORONEL PRINGLES;SBT
2922419;CORONEL PRINGLES;SBT
2922418;CORONEL PRINGLES;SBT
2922415;CORONEL PRINGLES;SBT
2374122;GENERAL RODRIGUEZ;SBT
2374123;GENERAL RODRIGUEZ;SBT
2374120;GENERAL RODRIGUEZ;SBT
2374124;GENERAL RODRIGUEZ;SBT
2374121;GENERAL RODRIGUEZ;SBT
3777530;GOYA;SBT
3777531;GOYA;SBT
3777532;GOYA;SBT
221535;LA PLATA;SBT
2244435;LAS FLORES (PROV.  BUENOS AIRES);SBT
2244433;LAS FLORES (PROV.  BUENOS AIRES);SBT
2244434;LAS FLORES (PROV.  BUENOS AIRES);SBT
2323572;LUJAN (PROV.  BUENOS AIRES);SBT
2323573;LUJAN (PROV.  BUENOS AIRES);SBT
2323574;LUJAN (PROV.  BUENOS AIRES);SBT
2323570;LUJAN (PROV.  BUENOS AIRES);SBT
2323571;LUJAN (PROV.  BUENOS AIRES);SBT
2257515;MAR DE AJO;SBT
2257514;MAR DE AJO;SBT
2257516;MAR DE AJO;SBT
261523;MENDOZA;SBT
2324493;MERCEDES (PROV.  BUENOS AIRES);SBT
2324494;MERCEDES (PROV.  BUENOS AIRES);SBT
2324495;MERCEDES (PROV.  BUENOS AIRES);SBT
2657478;MERCEDES (PROV.  SAN LUIS);SBT
2657479;MERCEDES (PROV.  SAN LUIS);SBT
2657470;MERCEDES (PROV.  SAN LUIS);SBT
2374126;MORENO;SBT
2374128;MORENO;SBT
2374127;MORENO;SBT
2374125;MORENO;SBT
2374129;MORENO;SBT
3434016;PARANA;SBT
3434018;PARANA;SBT
3434017;PARANA;SBT
3434019;PARANA;SBT
3584814;RIO CUARTO;SBT
3584812;RIO CUARTO;SBT
3584811;RIO CUARTO;SBT
3584810;RIO CUARTO;SBT
3584813;RIO CUARTO;SBT
2966495;RIO GALLEGOS;SBT
2966493;RIO GALLEGOS;SBT
2966492;RIO GALLEGOS;SBT
2966494;RIO GALLEGOS;SBT
2966496;RIO GALLEGOS;SBT
341567;ROSARIO;SBT
3874174;SALTA;SBT
3874173;SALTA;SBT
3874172;SALTA;SBT
3874171;SALTA;SBT
3874170;SALTA;SBT
2257519;SAN BERNARDO (PROV.  BUENOS AIRES);SBT
2257518;SAN BERNARDO (PROV.  BUENOS AIRES);SBT
2257517;SAN BERNARDO (PROV.  BUENOS AIRES);SBT
3884114;SAN SALVADOR DE JUJUY;SBT
3884112;SAN SALVADOR DE JUJUY;SBT
3884110;SAN SALVADOR DE JUJUY;SBT
3884113;SAN SALVADOR DE JUJUY;SBT
3884111;SAN SALVADOR DE JUJUY;SBT
3424310;SANTA FE;SBT
3424311;SANTA FE;SBT
3424312;SANTA FE;SBT
3424313;SANTA FE;SBT
3424314;SANTA FE;SBT
2255504;VILLA GESELL;SBT
2255503;VILLA GESELL;SBT
2255502;VILLA GESELL;SBT
2255501;VILLA GESELL;SBT
2255500;VILLA GESELL;SBT
3487506;ZARATE;SBT
3487504;ZARATE;SBT
3487507;ZARATE;SBT
3487503;ZARATE;SBT
3487505;ZARATE;SBT
115916;AMBA;SBT
2214923;LA PLATA;SBT
2214922;LA PLATA;SBT
115263;AMBA;SBT
23171551;9 DE JULIO (PROV.  BUENOS AIRES);CPP
222515523;ALEJANDRO KORN;CPP
222515524;ALEJANDRO KORN;CPP
222515520;ALEJANDRO KORN;CPP
222515522;ALEJANDRO KORN;CPP
222515521;ALEJANDRO KORN;CPP
357115589;ALMAFUERTE (PROV.  CORDOBA);CPP
357115587;ALMAFUERTE (PROV.  CORDOBA);CPP
357115588;ALMAFUERTE (PROV.  CORDOBA);CPP
35471558;ALTA GRACIA;CPP
11155487;AMBA;CPP
11155484;AMBA;CPP
11155571;AMBA;CPP
11155574;AMBA;CPP
11155485;AMBA;CPP
11155486;AMBA;CPP
11155483;AMBA;CPP
11155582;AMBA;CPP
11155573;AMBA;CPP
11155589;AMBA;CPP
11155588;AMBA;CPP
11155587;AMBA;CPP
11155586;AMBA;CPP
11155585;AMBA;CPP
11155572;AMBA;CPP
11155583;AMBA;CPP
11155580;AMBA;CPP
11155581;AMBA;CPP
11155579;AMBA;CPP
11155570;AMBA;CPP
11155578;AMBA;CPP
11155577;AMBA;CPP
11155576;AMBA;CPP
11155575;AMBA;CPP
11155584;AMBA;CPP
11155328;AMBA;CPP
11155327;AMBA;CPP
11155800;AMBA;CPP
11155801;AMBA;CPP
11155802;AMBA;CPP
11155803;AMBA;CPP
11155804;AMBA;CPP
11155805;AMBA;CPP
11155809;AMBA;CPP
11155808;AMBA;CPP
11155807;AMBA;CPP
11155806;AMBA;CPP
11155329;AMBA;CPP
11154044;AMBA;CPP
11154089;AMBA;CPP
11154088;AMBA;CPP
11154087;AMBA;CPP
11154086;AMBA;CPP
11154085;AMBA;CPP
11154084;AMBA;CPP
11154082;AMBA;CPP
11154081;AMBA;CPP
11154080;AMBA;CPP
11154049;AMBA;CPP
11154048;AMBA;CPP
11154047;AMBA;CPP
11154045;AMBA;CPP
11154083;AMBA;CPP
11154043;AMBA;CPP
11154042;AMBA;CPP
11154046;AMBA;CPP
11154947;AMBA;CPP
11154980;AMBA;CPP
11154971;AMBA;CPP
11154948;AMBA;CPP
11154949;AMBA;CPP
